       CRIM          ZN       INDUS       CHAS         NOX           RM          AGE           DIS        RAD         TAX     PTRATIO            B        LSTAT         MEDV
-0.397779    -0.487722   -0.0476801  -0.272599  -1.22401    -0.0564655   -2.21809      0.709373     -0.637962  -0.613155    0.344213    0.224725    -0.716717     0.0943832
-0.411353     1.44366    -1.12303    -0.272599  -1.01669     0.708576    -0.977023    -0.00306265   -0.523001  -0.0608014  -1.50524     0.40783     -0.837267     1.03039
-0.151241    -0.487722    1.23194    -0.272599   0.434551   -0.576466     1.02148     -0.668532     -0.523001  -0.0311049  -1.73642    -0.0936798   -0.0873371   -0.373618
-0.250221    -0.487722    1.23194    -0.272599   0.434551    1.71581      0.790337    -0.867141     -0.523001  -0.0311049  -1.73642     0.194683    -1.53113      2.98946
-0.405603     0.0487722  -0.73929    -0.272599  -1.25856    -0.569343    -1.26506      1.2849       -0.637962  -0.375583    0.205505    0.441052    -0.5415      -0.177711
-0.373071    -0.487722   -0.720322    3.6684    -0.412006   -0.171863     0.808118    -0.355121     -0.17812   -0.601276   -0.488039    0.422851     1.2345      -0.0906405
-0.415942    -0.487722   -1.12741    -0.272599  -0.567496    0.17148      0.189364    -0.334157     -0.867883  -0.82103    -0.303094    0.404321    -0.624203    -0.0579893
 1.21461     -0.487722    1.016      -0.272599   0.365444    0.530494     1.11749     -1.07792       1.66125    1.53093     0.806576   -3.5264       1.20086     -0.580409
-0.415087     2.94584    -1.40318    -0.272599  -1.30175     1.17159     -1.13705      1.67043      -0.867883  -0.470612   -2.70738    -0.0259201   -0.566731     0.845362
 0.509593    -0.487722    1.016      -0.272599   1.25519    -1.08934      1.11749     -1.07526       1.66125    1.53093     0.806576    0.441052     1.66904     -1.11371
-0.400848    -0.487722    2.11761    -0.272599   0.227231   -0.425452     0.704992    -0.856683     -0.867883  -1.30805     0.297977    0.310795     0.302346    -0.123292
-0.397642     0.456508   -0.769931   -0.272599  -1.06852    -0.083534     0.377835     2.02529      -0.293081  -0.464673    0.297977    0.213432    -0.350864    -0.221246
-0.394697     0.370669   -0.609431    3.6684    -0.783454    2.00359     -0.596525     0.271653     -0.752922  -1.10018     0.0667958   0.37384     -0.851284     1.37867
-0.408498     0.585267   -0.876445   -0.272599  -0.878475   -0.509507    -0.760104     1.49121      -0.17812   -0.73788     0.575395    0.441052    -0.481225    -0.319199
-0.412489    -0.487722    2.11761    -0.272599   0.227231   -0.590712     0.0400092   -0.730805     -0.867883  -1.30805     0.297977    0.356078     0.24067     -0.0579893
-0.409604     0.0487722  -0.476654   -0.272599  -0.265154   -0.563644    -1.0517       0.787143     -0.523001  -0.577519   -1.50524     0.37088      0.428502    -0.0906405
 0.132531    -0.487722    1.016      -0.272599   1.36749     0.342439     0.637427    -0.646142      1.66125    1.53093     0.806576   -3.3524       0.767723    -0.917805
-0.385703     0.370669   -0.609431   -0.272599  -0.783454   -0.610658    -0.941463     0.301364     -0.752922  -1.10018     0.0667958   0.350596     0.0486314   -0.155943
 1.86146     -0.487722    1.016      -0.272599   1.00468     1.46507      1.04282     -1.17832       1.66125    1.53093     0.806576    0.441052     0.110308    -0.819852
-0.415       -0.487722    0.115738   -0.272599   0.158124   -0.362767     0.434732    -0.613246     -0.982843  -0.803212    1.17647     0.441052    -0.669058    -1.15725
 0.370957    -0.487722    1.016      -0.272599   1.36749    -0.290109     0.56275     -0.512231      1.66125    1.53093     0.806576    0.441052     0.286927    -0.275664
-0.278125    -0.487722    1.23194    -0.272599   0.434551    0.937946     1.02504     -0.911636     -0.523001  -0.0311049  -1.73642     0.0740749   -1.13023      2.04257
-0.413359    -0.487722   -0.867691   -0.272599  -0.342899   -0.451096    -0.358269     0.483525     -0.523001  -1.09424     0.806576    0.441052    -0.471413    -0.417153
-0.413998    -0.487722   -1.26602    -0.272599  -0.576134    2.20304     -0.532516    -0.283245     -0.752922  -1.27835    -0.303094    0.394234    -1.14985      2.98946
 0.541569    -0.487722    1.016       3.6684     0.978765   -0.583589     0.747665    -1.26707       1.66125    1.53093     0.806576   -0.0964209   -0.528885     2.98946
 0.238896    -0.487722    1.016      -0.272599   1.60073    -0.0935066    1.11749     -0.851026      1.66125    1.53093     0.806576    0.427785     0.551855    -0.449804
 1.76858     -0.487722    1.016      -0.272599   0.365444   -2.36014      1.11749     -1.06537       1.66125    1.53093     0.806576   -3.59504      3.04415     -0.504223
-0.404165    -0.487722   -0.0797801  -0.272599  -0.567496    0.12874     -1.28996      0.0714752    -0.637962  -0.779455    0.0667958   0.319457    -0.458798     0.605919
 0.171842    -0.487722    1.016      -0.272599   1.36749     0.0176168    0.825898    -0.678277      1.66125    1.53093     0.806576    0.311563     0.647173    -0.70013
-0.413346    -0.487722   -0.984418   -0.272599  -0.973497   -0.550822    -0.578745     2.00537      -0.752922  -0.334008    0.159268    0.0870128    0.00237409  -0.580409
-0.405468    -0.487722    0.406098   -0.272599  -1.01669     0.560412    -1.33263      1.02934      -0.637962  -0.708183   -1.13535     0.441052    -0.894738     0.660338
-0.413931    -0.487722   -1.12741    -0.272599  -0.567496    1.02912      0.630315    -0.177476     -0.867883  -0.82103    -0.303094    0.441052    -1.00267      0.116151
-0.379654    -0.487722   -0.548149   -0.272599  -0.532942   -0.347096    -0.66409      0.440219     -0.523001  -0.720062    0.529158    0.441052    -0.69429     -0.232129
-0.281691    -0.487722    1.569      -0.272599   0.598679    0.0589319    1.03571     -0.724483     -0.637962   0.170831    1.26894     0.441052    -0.0550972   -0.319199
-0.409056    -0.487722    2.11761    -0.272599   0.227231   -0.577891     0.96814     -0.850313     -0.867883  -1.30805     0.297977    0.248956     0.690627    -0.406269
-0.410687    -0.487722   -1.03403    -0.272599  -0.386091   -0.606384     0.00444859  -0.519646     -0.523001  -0.666608   -0.857929    0.400813    -0.422352     0.00731319
 0.00926173  -0.487722    1.016      -0.272599   1.36749     0.130165     0.704992    -0.583726      1.66125    1.53093     0.806576    0.381077     0.279918    -0.52599
-0.412475     1.44366    -1.12303    -0.272599  -1.01669     0.647316    -1.3433       1.27625      -0.523001  -0.0608014  -1.50524     0.362218    -1.11621      0.867129
-0.346276    -0.487722   -0.437258   -0.272599  -0.144217   -0.26874      0.566306     0.317003     -0.637962  -0.601276    1.17647     0.255974    -0.335445    -0.471572
-0.143716    -0.487722    1.016      -0.272599   0.244507   -0.589288    -0.948575    -0.0337715     1.66125    1.53093     0.806576    0.154115     0.0962905   -0.210362
-0.40419      0.456508   -0.769931   -0.272599  -1.06852     0.288302    -1.97628      1.71212      -0.293081  -0.464673    0.297977    0.434254    -0.946602     0.203221
-0.403017    -0.487722    2.11761    -0.272599   0.227231   -0.610658     1.01081     -0.879738     -0.867883  -1.30805     0.297977    0.14951      1.78819     -0.569525
-0.391447    -0.487722    1.569      -0.272599   0.598679   -0.609233     1.05349     -1.01085      -0.637962   0.170831    1.26894     0.387765     1.21488     -1.00488
-0.408782    -0.487722   -0.164408   -0.272599  -0.0664725   0.613124     0.46318     -0.531245     -0.408041   0.141134   -0.303094    0.426689    -0.349462     0.0290807
-0.41547      0.413589   -0.802031   -0.272599  -0.999412   -0.241671    -0.198247     1.43545      -0.637962  -0.98139    -0.765457    0.408926    -0.451789    -0.221246
 0.00699944  -0.487722    1.016      -0.272599   0.244507    0.0389867   -0.592969     0.0934848     1.66125    1.53093     0.806576    0.350267    -0.290589    -0.145059
-0.40617     -0.487722   -0.164408   -0.272599  -0.0664725  -0.529452     0.865014    -0.685312     -0.408041   0.141134   -0.303094    0.419671     0.498589    -0.406269
-0.400729     0.0487722  -0.476654   -0.272599  -0.265154   -0.399808     0.61609      1.32963      -0.523001  -0.577519   -1.50524     0.329325     0.623344    -0.395385
-0.336054    -0.487722   -0.437258   -0.272599  -0.144217   -0.794439     0.032897     0.000692761  -0.637962  -0.601276    1.17647     0.375814    -0.192467    -0.471572
-0.297868    -0.487722   -0.437258   -0.272599  -0.144217   -0.49811     -1.39664      0.334449     -0.637962  -0.601276    1.17647     0.33086     -0.851284     0.0617319
-0.419003     1.01446    -1.40318    -0.272599  -0.973497    1.36249     -0.685427     1.54155      -0.982843  -0.73788    -1.36653     0.417369    -1.00407      1.10657
-0.419782     0.28483    -1.28791    -0.272599  -0.144217    0.413672    -0.120013     0.140214     -0.982843  -0.666608   -1.459       0.441052    -1.07556      0.159686
 1.65869     -0.487722    1.016      -0.272599   1.00468    -0.087808     1.11749     -1.14514       1.66125    1.53093     0.806576    0.406405     1.27936     -1.34227
-0.405084    -0.487722   -0.375976   -0.272599  -0.299707   -0.617781     1.00014     -0.802491     -0.523001  -0.143951    1.13023     0.409804     0.535034    -0.330083
-0.413387     1.22906    -0.689681    3.6684    -0.930305    0.771261    -1.45709      0.507579     -0.637962  -0.916058   -0.395567    0.403225    -1.1905       1.15011
 0.361245    -0.487722    1.016      -0.272599   1.36749     0.661562     0.854346    -0.699478      1.66125    1.53093     0.806576   -3.90719      0.671003    -0.993992
-0.402961    -0.487722    2.42257    -0.272599   0.469104   -1.18337      0.857902    -0.938447     -0.637962   1.79819     0.76034     0.421206     0.757911    -0.798084
-0.415377     2.51665    -1.29812    -0.272599  -1.33631     0.835371    -0.752992     1.91705      -0.523001  -0.298373   -1.69018     0.374827    -0.922773     0.246756
-0.358025    -0.487722   -0.720322   -0.272599  -0.437921   -0.432575    -0.0168878   -0.0587284    -0.17812   -0.601276   -0.488039    0.237663    -0.140603     0.192337
 0.666279    -0.487722    1.016      -0.272599   1.07379     0.135863     0.961028    -0.868425      1.66125    1.53093     0.806576   -3.24495      1.60176     -1.41846
-0.410246    -0.487722   -0.0476801  -0.272599  -1.22401     0.188576    -2.20386      0.709373     -0.637962  -0.613155    0.344213    0.296651    -0.83166      0.181453
-0.387477    -0.487722   -0.548149   -0.272599  -0.532942   -0.821507     0.203588     0.440219     -0.523001  -0.720062    0.529158    0.377788    -0.127988    -0.43892
-0.418728     3.37504    -1.0778     -0.272599  -1.38814     1.66595     -1.22239      1.20794      -0.752922  -0.975451   -1.18158     0.325268    -1.33769      2.33644
-0.418771     3.37504    -1.44841     3.6684    -1.32767     2.33411     -1.55666      0.993501     -0.982843  -1.24866    -2.24502     0.425921    -1.33068      2.98946
-0.400146    -0.487722   -0.75534    -0.272599  -0.481112   -0.453945    -1.36463      0.0248415    -0.523001  -0.767576    0.344213    0.403006    -0.353667     0.235872
-0.227734    -0.487722    1.23194    -0.272599   2.73235    -0.231698     1.02148     -1.0349       -0.523001  -0.0311049  -1.73642     0.176811     0.202823    -0.112408
 1.17125     -0.487722    1.016      -0.272599   1.60073    -0.49811      0.687212    -0.938589      1.66125    1.53093     0.806576   -3.15471      2.99508     -1.53818
-0.400349    -0.487722   -0.211099   -0.272599   0.261784   -0.822932    -0.518292    -0.671859     -0.408041  -0.102376    0.344213    0.441052    -0.0901406   -0.0797568
-0.243744    -0.487722    1.23194     3.6684     0.434551    2.97806      0.900575    -0.776298     -0.523001  -0.0311049  -1.73642     0.348403    -1.30825      2.98946
-0.211013    -0.487722    1.23194    -0.272599   0.434551   -0.58074      0.377835    -0.650848     -0.523001  -0.0311049  -1.73642    -1.4151      -0.071918     0.137918
-0.413949     1.22906    -0.689681    3.6684    -0.930305    0.674384    -1.26862      0.134319     -0.637962  -0.916058   -0.395567    0.441052    -1.27881      1.07392
-0.393788    -0.487722   -0.0797801  -0.272599  -0.567496    0.0589319   -0.571633     0.266139     -0.637962  -0.779455    0.0667958   0.418794    -0.235921     0.203221
-0.396535     0.456508   -0.769931   -0.272599  -1.06852    -0.985343     0.281821     1.97747      -0.293081  -0.464673    0.297977    0.173412    -0.0214555   -0.536874
-0.405879     1.44366    -1.12303    -0.272599  -1.01669     0.386603    -1.40375      0.366822     -0.523001  -0.0608014  -1.50524     0.286893    -1.13444      0.790943
 1.25768     -0.487722    1.016      -0.272599   1.60073     0.251261     0.879239    -0.852072      1.66125    1.53093     0.806576   -3.60929      0.756509    -1.40757
 0.146384    -0.487722    1.016      -0.272599   0.512296    0.284028     0.889907    -0.708178      1.66125    1.53093     0.806576    0.433487     0.844819    -0.634828
-0.143626    -0.487722    1.23194    -0.272599   2.73235    -0.220301     1.11749     -1.12945      -0.523001  -0.0311049  -1.73642    -2.01485      2.1232      -0.950457
-0.409341     1.22906    -0.689681   -0.272599  -0.930305    0.811152    -0.91657      0.224497     -0.637962  -0.916058   -0.395567    0.441052    -1.35591      1.03039
 0.329398    -0.487722    1.016      -0.272599   0.253146    0.199973     0.221368    -0.758044      1.66125    1.53093     0.806576   -2.83674     -0.0873371   -0.70013
 2.46574     -0.487722    1.016      -0.272599   1.19472    -1.33296      0.975252    -0.994588      1.66125    1.53093     0.806576    0.441052     0.997608    -1.54906
-0.417144     1.22906    -1.44257    -0.272599  -1.0858      0.932248    -1.21172      2.37545      -0.982843  -0.434976    0.575395    0.363753    -0.948004     0.442663
 0.22897     -0.487722    1.016      -0.272599   1.36749     0.215644     0.687212    -0.703186      1.66125    1.53093     0.806576   -2.81218      0.499991    -0.896038
 5.53032     -0.487722    1.016      -0.272599   0.365444   -0.751699     1.11749     -1.13235       1.66125    1.53093     0.806576   -3.88219     -0.356471    -0.819852
-0.414141     0.928623   -1.30688    -0.272599  -0.714347    0.472083    -0.372493    -0.202052     -0.293081  -1.10612    -0.0256767   0.402238    -0.521876     0.638571
-0.419463     3.37504    -1.19161    -0.272599  -1.33631     1.14452     -1.6989       1.66962      -0.982843  -0.73194    -1.459       0.41715     -0.673264     1.05215
-0.414672     1.01446    -0.740749   -0.272599  -1.00891    -0.824357    -1.42864      1.35274      -0.982843  -0.619094   -0.71922     0.409475    -0.0312676   -0.591293
-0.412762    -0.487722   -1.03403    -0.272599  -0.386091    0.372357    -1.26151     -0.315047     -0.523001  -0.666608   -0.857929    0.375924    -1.0265       0.747408
 2.59827     -0.487722    1.016      -0.272599   1.07379    -1.39707      0.729884    -1.02088       1.66125    1.53093     0.806576   -2.51428      1.9606      -1.3205
 0.0708558   -0.487722    1.016       3.6684     1.85988    -0.686165     0.726328    -0.898611      1.66125    1.53093     0.806576   -0.0398448    0.278516    -0.623944
-0.369106    -0.487722   -0.720322   -0.272599  -0.437921    0.380905    -1.67757     -0.199628     -0.17812   -0.601276   -0.488039    0.259482    -1.24657      0.975967
 1.25971     -0.487722    1.016      -0.272599   0.365444    0.808302     1.11749     -1.10739       1.66125    1.53093     0.806576   -1.94413      0.99901      0.540617
-0.385816    -0.487722   -0.720322   -0.272599  -0.437921    1.99647     -1.83403     -0.199628     -0.17812   -0.601276   -0.488039    0.228453    -1.22415      2.6303
-0.403217    -0.487722   -0.375976   -0.272599  -0.299707    0.63022      0.402727    -0.483566     -0.523001  -0.143951    1.13023     0.417588    -0.453191     0.540617
 0.441097    -0.487722    1.016      -0.272599   0.365444   -0.951151     1.04282     -1.11253       1.66125    1.53093     0.806576   -0.460876     1.92696     -0.580409
-0.414721     0.413589   -0.802031   -0.272599  -0.999412   -0.408356    -1.67757      1.43545      -0.637962  -0.98139    -0.765457    0.441052    -0.591963     0.0943832
-0.372527    -0.487722   -0.720322   -0.272599  -0.437921    1.25137      0.402727    -0.275402     -0.17812   -0.601276   -0.488039    0.168917    -0.882122     0.98685
 0.516961    -0.487722    1.016      -0.272599   0.253146   -1.22184      0.953916    -0.648994      1.66125    1.53093     0.806576   -0.0448884    0.769125    -0.950457
-0.407764    -0.487722    0.115738   -0.272599   0.158124    0.725672     0.736996    -0.668437     -0.982843  -0.803212    1.17647     0.403225    -0.865302    -0.0579893
-0.255983    -0.487722    1.23194     3.6684     2.73235    -0.221726     0.975252    -0.972435     -0.523001  -0.0311049  -1.73642    -0.390924     0.3458      -0.602177
-0.395603     0.456508   -0.769931   -0.272599  -1.06852     0.218494    -2.12207      1.71212      -0.293081  -0.464673    0.297977    0.223629    -1.2704       0.246756
-0.264247    -0.487722    1.23194    -0.272599   0.434551   -0.311479     1.11749     -0.96868      -0.523001  -0.0311049  -1.73642    -0.0305251   -0.87231      0.192337
-0.401652     0.370669   -0.609431   -0.272599  -0.783454   -0.0635888   -1.85893      0.301364     -0.752922  -1.10018     0.0667958   0.441052    -0.849883     0.290291
-0.40624     -0.487722   -0.616727   -0.272599  -0.921667   -0.307205    -1.01614      0.915493     -0.752922  -1.04078    -0.256858    0.35871     -0.434968    -0.145059
 0.142225    -0.487722    1.016      -0.272599   0.244507   -0.540849    -0.54674     -0.30554       1.66125    1.53093     0.806576    0.345881    -0.168638    -0.210362
-0.394669    -0.487722   -0.164408   -0.272599  -0.0664725  -0.274438     0.953916    -0.592806     -0.408041   0.141134   -0.303094    0.441052     0.621942    -0.417153
 2.49418     -0.487722    1.016      -0.272599   1.19472    -0.424027     1.11749     -1.04878       1.66125    1.53093     0.806576    0.441052     1.97882     -1.84292
-0.376787    -0.487722   -0.0797801   3.6684    -0.567496   -1.2546       0.712104    -0.0618183    -0.637962  -0.779455    0.0667958   0.422851     1.58774     -0.35185
-0.405619    -0.487722   -0.375976   -0.272599  -0.299707    0.269781     1.01437     -0.647521     -0.523001  -0.143951    1.13023     0.422851    -0.0536954   -0.297432
-0.135458    -0.487722    1.23194    -0.272599   0.434551    0.167206     0.946804    -0.728523     -0.523001  -0.0311049  -1.73642    -0.292025    -0.186861    -0.0253381
-0.410757    -0.487722    0.247057   -0.272599  -1.01669    -0.585014    -1.13705      0.336351     -0.523001  -0.0608014   0.113032    0.431842    -0.498046    -0.243013
 1.3278      -0.487722    1.016      -0.272599   0.512296   -1.39707      1.02148     -0.805438      1.66125    1.53093     0.806576   -0.0788779    1.7181      -1.14636
-0.41463     -0.487722   -0.969827   -0.272599  -0.913029    0.148685    -0.731655     0.467933     -0.752922  -0.957633    0.0205596   0.441052    -0.425156     0.148802
-0.395935     0.0487722  -0.476654   -0.272599  -0.265154   -0.931206     1.11749      1.0872       -0.523001  -0.577519   -1.50524     0.328448     2.42177     -0.656595
-0.258993    -0.487722   -0.437258   -0.272599  -0.144217   -0.47674      0.477404     0.0926767    -0.637962  -0.601276    1.17647    -1.36039      2.11059     -1.01576
-0.412534    -0.487722   -1.20328    -0.272599  -0.947582    1.61181     -0.216027    -0.142536     -0.867883  -0.785394   -0.210622    0.441052    -0.905952     1.16099
 2.14564     -0.487722    1.016      -0.272599   1.60073    -0.664795     0.847234    -0.916912      1.66125    1.53093     0.806576    0.381296     1.32561     -1.30962
 0.840293    -0.487722    1.016      -0.272599   1.07379     0.708576     0.790337    -0.939112      1.66125    1.53093     0.806576   -3.6742       1.84145     -1.63613
-0.347952    -0.487722   -0.720322    3.6684    -0.412006    0.846768     0.324494    -0.248591     -0.17812   -0.601276   -0.488039    0.369674    -0.381702     0.540617
-0.330562    -0.487722   -0.437258   -0.272599  -0.144217    0.299699     0.918355     0.313581     -0.637962  -0.601276    1.17647     0.342811     0.0205967   -0.449804
-0.416013     1.76555    -0.848722   -0.272599  -1.29312    -0.107753    -1.32552      1.67432      -0.408041  -0.684426   -0.857929    0.441052    -0.772787     0.0726157
 1.73218     -0.487722    1.016      -0.272599   0.978765   -3.05822      1.11749     -1.26355       1.66125    1.53093     0.806576    0.441052     3.54877     -0.950457
-0.418992     3.37504    -1.44695    -0.272599  -1.31039     1.37389     -1.65979      2.33005      -0.523001  -1.08236    -0.256858    0.430417    -1.09939      1.40043
 0.257241    -0.487722    1.016      -0.272599  -0.196047   -0.0607394   -0.137794    -0.176287      1.66125    1.53093     0.806576    0.441052    -0.268161     0.0508482
 0.246436    -0.487722    1.016      -0.272599  -0.196047    1.10606      0.299601    -0.182752      1.66125    1.53093     0.806576    0.42329     -0.79101      0.268523
 1.68405     -0.487722    1.016      -0.272599   1.07379     0.212795     1.11749     -0.931886      1.66125    1.53093     0.806576   -3.61192      2.29842     -1.66878
-0.390974    -0.487722   -0.616727   -0.272599  -0.921667   -1.26173      0.95036      0.986371     -0.752922  -1.04078    -0.256858    0.441052     2.54513     -0.885154
 8.13688     -0.487722    1.016      -0.272599   1.07379    -0.466767     1.11749     -0.947146      1.66125    1.53093     0.806576   -3.73034      1.11676     -1.49464
 0.184829    -0.487722    1.016       3.6684     1.85988    -0.224575     0.527189    -0.509759      1.66125    1.53093     0.806576    0.424934    -0.164433     0.0181969
-0.286488    -0.487722   -0.437258   -0.272599  -0.144217   -0.83148      0.939692    -0.00372817   -0.637962  -0.601276    1.17647     0.0229809    0.798561    -1.02664
-0.41305     -0.487722   -0.75534    -0.272599  -0.481112   -0.500959    -0.0133317   -0.206663     -0.523001  -0.767576    0.344213    0.441052    -0.416746    -0.395385
-0.405796     0.585267   -0.876445   -0.272599  -0.878475    0.680083    -0.895234     1.98983      -0.17812   -0.73788     0.575395    0.426579    -0.441977     0.268523
 4.41237     -0.487722    1.016      -0.272599   1.19472    -1.07367      0.59831     -1.03994       1.66125    1.53093     0.806576   -0.298384     2.06433     -1.5273
-0.113818    -0.487722   -0.180458   -0.272599  -0.0923875  -1.86863     -1.09437     -0.606401     -0.637962  -0.619094   -0.0256767  -0.0682425   -0.00183112  -0.70013
-0.368393    -0.487722   -0.720322    3.6684    -0.412006    0.628795    -0.0737847   -0.0680456    -0.17812   -0.601276   -0.488039    0.03866     -0.645229     0.703873
-0.399688    -0.487722   -0.211099   -0.272599   0.261784   -0.875644    -1.41442     -0.473678     -0.408041  -0.102376    0.344213    0.401471     0.693431     0.0617319
-0.400569    -0.487722   -0.616727   -0.272599  -0.921667   -0.858548    -1.23662      0.620527     -0.752922  -1.04078    -0.256858    0.441052    -0.342453    -0.35185
-0.40888      0.971543   -0.736372   -0.272599  -1.05124     0.993508    -1.80914      0.806539     -0.293081  -0.470612   -1.08911     0.370113    -1.09238      1.15011
-0.414204    -0.487722   -1.03403    -0.272599  -0.386091    0.0432606    0.171583    -0.227009     -0.523001  -0.666608   -0.857929    0.426798    -0.891935     0.224988
-0.407222    -0.487722    0.401721    3.6684    -0.0405575   0.125891     0.847234    -0.205237     -0.523001  -0.785394   -0.950402    0.406405    -0.301803     0.0508482
 0.212686    -0.487722    1.016      -0.272599   1.36749     0.527645     1.05349     -0.684457      1.66125    1.53093     0.806576   -0.015175     0.711653    -0.798084
-0.414266    -0.487722    0.406098   -0.272599  -1.01669     0.376631    -0.624974     1.02934      -0.637962  -0.708183   -1.13535     0.396646    -0.737743     0.497082
-0.321363    -0.487722   -0.437258   -0.272599  -0.144217   -0.45537      0.73344      0.103277     -0.637962  -0.601276    1.17647     0.393138     0.164976    -0.319199
-0.401387     0.456508   -0.769931   -0.272599  -1.06852     0.21137     -0.692539     1.91643      -0.293081  -0.464673    0.297977    0.197753    -0.439173     0.214104
-0.379857    -0.487722   -0.180458   -0.272599  -0.0923875  -0.445397     0.288933    -0.329213     -0.637962  -0.619094   -0.0256767   0.433815    -0.376095    -0.243013
-0.416852     3.58964    -1.41047    -0.272599  -1.31039     0.983535    -1.89449      1.83414      -0.752922  -0.0370442  -0.672984    0.441052    -1.13444      1.34601
-0.379516    -0.487722    1.569      -0.272599   0.598679    0.241288     1.0606      -0.924708     -0.637962   0.170831    1.26894     0.410132     0.271508    -0.591293
-0.333207    -0.487722   -0.437258   -0.272599  -0.144217   -0.513781     0.907687     0.287388     -0.637962  -0.601276    1.17647     0.412874     0.511205    -0.754549
-0.410849    -0.487722   -1.26602    -0.272599  -0.576134   -0.969672     0.754777    -0.383691     -0.752922  -1.27835    -0.303094    0.376362     0.186002     0.420896
-0.404642    -0.487722   -0.0797801  -0.272599  -0.567496   -0.560795    -1.64556      0.0714752    -0.637962  -0.779455    0.0667958   0.441052    -0.249939     0.00731319
-0.306917    -0.487722    1.569      -0.272599   0.598679   -0.751699     1.0606      -0.68883      -0.637962   0.170831    1.26894    -1.02971      0.65278     -0.754549
-0.414046     2.51665    -1.29812    -0.272599  -1.33631     1.07756     -2.08296      1.91705      -0.523001  -0.298373   -1.69018     0.163434    -1.1092       0.703873
-0.405205    -0.487722   -0.164408   -0.272599  -0.0664725  -0.154767     0.139579    -0.506241     -0.408041   0.141134   -0.303094    0.40158     -0.0859354   -0.145059
-0.395242    -0.487722   -0.0797801   3.6684    -0.567496   -0.680466    -0.525404    -0.0677129    -0.637962  -0.779455    0.0667958   0.375704     0.473358    -0.0144543
 0.533811    -0.487722    1.016      -0.272599   1.36749    -0.496685     0.416951    -0.4829        1.66125    1.53093     0.806576   -3.87233      0.600916    -0.983108
 1.19863     -0.487722    1.016      -0.272599   1.36749    -0.109178     0.939692    -0.747681      1.66125    1.53093     0.806576   -2.80736      0.352809    -1.17902
 0.711117    -0.487722    1.016      -0.272599   1.60073     0.172905     1.01792     -0.822361      1.66125    1.53093     0.806576    0.321102     0.962565    -0.591293
-0.366641    -0.487722   -0.720322   -0.272599  -0.437921    1.60611      0.296045    -0.0587284    -0.17812   -0.601276   -0.488039    0.213432    -1.03772      0.997734
-0.412356    -0.487722    0.401721   -0.272599  -0.0405575   0.509124     0.587642    -0.177761     -0.523001  -0.785394   -0.950402    0.395879    -0.415344     0.671222
-0.418126     3.16044    -1.51699    -0.272599  -1.24992     0.140137    -1.16905      2.56346      -0.867883  -0.56564    -0.534275    0.441052    -0.964825     0.235872
 0.0187892   -0.487722    1.016      -0.272599   0.866467   -0.47389      0.573418    -0.439024      1.66125    1.53093     0.806576   -3.66938      0.630353    -0.384502
 1.2362      -0.487722    1.016      -0.272599   1.19472     0.0831511    1.11749     -1.05577       1.66125    1.53093     0.806576    0.441052     1.0747      -1.66878
 0.872168    -0.487722    1.016      -0.272599   0.978765   -1.96408      1.11749     -1.24587       1.66125    1.53093     0.806576    0.441052     3.10021     -0.950457
 0.672301    -0.487722    1.016      -0.272599   1.60073    -0.936905     0.900575    -0.940205      1.66125    1.53093     0.806576    0.441052     1.43355     -1.05929
-0.412502    -0.487722   -1.26602    -0.272599  -0.576134   -0.200356    -0.226695    -0.569085     -0.752922  -1.27835    -0.303094    0.441052    -0.448985     1.4875
-0.406456    -0.487722   -1.20328    -0.272599  -0.947582    2.54211      0.264041    -0.142536     -0.867883  -0.785394   -0.210622    0.441052    -1.1835       1.7596
-0.403956    -0.487722   -0.164408   -0.272599  -0.0664725  -0.0436435    0.555637    -0.731376     -0.408041   0.141134   -0.303094    0.351583    -0.308812    -0.43892
-0.411233     1.22906    -0.689681   -0.272599  -0.930305    0.281179    -1.29707      0.164125     -0.637962  -0.916058   -0.395567    0.441052    -0.765778     0.714757
-0.405321    -0.487722   -0.164408   -0.272599  -0.0664725  -0.587863     0.160915    -0.626319     -0.408041   0.141134   -0.303094   -0.197841     0.380843    -0.232129
 0.648606    -0.487722    1.016      -0.272599   1.25519    -1.06655      1.11749     -1.05277       1.66125    1.53093     0.806576    0.441052     1.53447     -1.22255
-0.280006    -0.487722    1.23194    -0.272599   0.434551   -0.583589     0.925467    -0.650848     -0.523001  -0.0311049  -1.73642    -0.70593      0.24908     -0.558642
 1.3457      -0.487722    1.016      -0.272599   1.60073    -0.188959     1.11749     -0.894095      1.66125    1.53093     0.806576   -3.80851      1.93397     -1.50553
-0.418935     2.73125    -1.04132    -0.272599  -1.24992    -0.565069    -0.745879     1.67551      -0.752922   0.360888    1.2227      0.441052     0.300944    -0.395385
-0.412346    -0.487722   -1.03403    -0.272599  -0.386091   -0.377014    -0.760104    -0.114156     -0.523001  -0.666608   -0.857929    0.400813    -0.356471     0.0726157
-0.392468    -0.487722   -0.548149   -0.272599  -0.532942   -0.28726     -0.884566     0.770506     -0.523001  -0.720062    0.529158    0.441052     0.0191949   -0.0362218
-0.418843     2.08745    -1.19745    -0.272599  -1.32767     0.454987    -1.77002      1.15256      -0.982843  -0.850726   -1.32029     0.219572    -1.15967      0.714757
-0.416132     2.94584    -1.40318    -0.272599  -1.30175     1.40951     -1.07659      1.67043      -0.867883  -0.470612   -2.70738     0.389519    -0.845677     1.31336
